Topic,Count,Name,Representation,Aspect1,Representative_Docs
26,103,26_advogado_atos manifestações_momentos_processual,"['advogado', 'atos manifestações', 'momentos', 'processual', 'manifestações', 'desrespeitada', 'público', 'mandato', 'apreciação', 'quatro', 'atendimento', 'diz', 'saúde', 'garantir', 'civil', 'educação direito', 'presidencial', 'nas', 'essencial', 'inviolabilidade']","['advogado', 'receita', 'remanescentes', 'momentos', 'atos', 'processual', 'manifestações', 'direito', 'público', 'mandato', 'apreciação', 'atendimento', 'fontes', 'saúde', 'civil', 'terra', 'presidencial', 'Casas', 'essencial', 'inviolabilidade']","['a Constituição estabelece que o Plenário de cada uma das Casas deverá examinar, preliminarmente ao mérito da medida provisória, o atendimento ou não dos pressupostos constitucionais de relevância e urgência e sua adequação financeira e orçamentária.', 'a Constituição valoriza como indispensável a atuação do advogado na administração da justiça e garante a esses profissionais a inviolabilidade, no exercício da profissão, de seus atos e de suas manifestações.', 'A Constituição estabelece o voto secreto nas deliberações sobre perda de mandato, apreciação de veto presidencial, e para a indicação de magistrados, ministros do TCU, Governador de Território, Presidente e diretores do Banco Central, procurador-geral da República e chefes de missão diplomática.']"
27,101,27_mandato_define_Mesa_indicação,"['mandato', 'define', 'Mesa', 'indicação', 'patrimônio', 'normalidade', 'pública gratuita', 'princípios', 'saneamento', 'legislativa', 'gratuita', 'competência legislativa', 'desenvolvimento', 'incentivos fiscais', 'reeleição', 'União', 'competência', 'renda', 'crime responsabilidade', 'incentivos']","['mandato', 'Mesa', 'indicação', 'patrimônio', 'normalidade', 'princípios', 'saneamento', 'partido', 'possibilidade', 'legislativa', 'gratuita', 'desenvolvimento', 'fato', 'reeleição', 'União', 'justa', 'competência', 'renda', 'incentivos', 'questão']","['A Constituição estabelece que a República Federativa do Brasil buscará a integração econômica, política, social e cultural dos povos da América Latina.', 'a Constituição estabelece que a abertura de crédito suplementar ou especial sem prévia autorização legislativa e sem indicação dos recursos correspondentes é vedada.', 'a Constituição estabelece que os membros da Mesa serão eleitos para um mandato de dois anos, vedada a reeleição para período imediatamente subsequente, e que na composição da Mesa é assegurada, tanto quanto possível, a representação proporcional dos partidos.']"
28,99,28_administrativa_legislar_probidade administrativa_eleição,"['administrativa', 'legislar', 'probidade administrativa', 'eleição', 'probidade', 'moralidade', 'Nacional deve', 'Congresso Nacional deve', 'direitos sociais', 'parlamentares', 'impeachment', 'Congresso', 'medidas', 'liberdade expressão', 'proíbe', 'Congresso Nacional', 'constitucionais', 'julgamento', 'educação saúde', 'não podem']","['administrativa', 'eleição', 'probidade', 'moralidade', 'parlamentares', 'impeachment', 'exercício', 'medidas', 'mínimo', 'garantia', 'expressão', 'constitucionais', 'julgamento', 'lei', 'liberdade', 'complementar', 'educação', 'provisórias', 'anos', 'princípios']","['a Constituição estabelece a competência legislativa concorrente entre União, Estados e Distrito Federal para legislar sobre direito urbanístico, proteção ambiental e defesa do solo.', 'a Constituição, por meio do § 9º do art. 14, estabelece que a lei complementar deve proteger a probidade administrativa e a moralidade para o exercício do mandato, considerando a vida pregressa do candidato.', 'a Constituição estabelece que cada uma das Casas reunir-se-á em sessões preparatórias, a partir de 1º de fevereiro, no primeiro ano da legislatura, para a posse de seus membros e eleição das respectivas Mesas, para mandato de 2 anos, vedada a recondução para o mesmo cargo na eleição imediatamente subsequente.']"
29,99,29_dever Estado direito_mandato_presunção_anos mandato,"['dever Estado direito', 'mandato', 'presunção', 'anos mandato', 'perda', 'dever Estado direito cidadão', 'Estado direito cidadão', 'Estado direito', 'casos urgência', 'possibilidade', 'condenação', 'perda mandato', 'direito cidadão', 'Legislativo', 'casos', 'anos', 'garantido', 'crime', 'nacional', 'impostos']","['mandato', 'presunção', 'perda', 'automática', 'empregados', 'direito', 'manifestação', 'leis', 'possibilidade', 'condenação', 'Legislativo', 'casos', 'anos', 'vacância', 'especial', 'crime', 'dever', 'nacional', 'impostos', 'Estado']","['a Constituição de 1988 estabelece a assistência social como um dever do Estado e direito do cidadão, integrando-a no contexto da seguridade social.', 'A Constituição estabelece que a perda do mandato será automática quando a perda dos direitos resultar de condenação por improbidade administrativa ou da prática de crime contra a Administração Pública, com sentença transitada em julgado.', 'a Constituição e as leis são a base para a manifestação independente dos senadores na defesa da ordem jurídica, do regime democrático e dos interesses sociais e individuais indisponíveis.']"
30,98,30_competência julgar_jurídico_direito propriedade_Presidente República,"['competência julgar', 'jurídico', 'direito propriedade', 'Presidente República', 'República', 'responsabilidade', 'crimes responsabilidade', 'Federal', 'federal', 'servidores públicos', 'Supremo Tribunal Federal', 'Tribunal Federal', 'Supremo Tribunal', 'político', 'Supremo', 'desde haja autorização Congresso', 'incluir direito', 'reservas indígenas desde haja', 'pública deve respeitada', 'julgar Presidente República']","['jurídico', 'Presidente', 'direito', 'pagamento', 'responsabilidade', 'tratamento', 'federal', 'político', 'mulheres', 'blocos', 'dependentes', 'Estados', 'propriedade', 'políticos', 'direção', 'obrigatório', 'desenvolvimento', 'formal', 'oficial', 'lei']","['a Constituição atribui ao Senado Federal, autorizado pela Câmara dos Deputados, a competência para julgar o Presidente da República nos crimes de responsabilidade.', 'a Constituição permite a construção de usinas hidrelétricas em reservas indígenas, desde que haja autorização do Congresso Nacional.', 'a Constituição estabelece que compete privativamente ao Presidente da República exercer a direção superior da administração federal e que são crimes de responsabilidade os atos do Presidente que atentem contra a Constituição, especialmente contra a lei orçamentária.']"
31,98,31_saúde direito todos_saúde_saúde direito_direito todos,"['saúde direito todos', 'saúde', 'saúde direito', 'direito todos', 'Saúde', 'saúde direito todos dever', 'Estado garantido mediante políticas', 'Estado garantido', 'mediante políticas sociais econômicas', 'dever Estado garantido mediante', 'Estado garantido mediante', 'mediante políticas sociais', 'todos dever Estado garantido', 'garantido mediante políticas sociais', 'políticas sociais econômicas', 'dever Estado garantido', 'garantido mediante', 'mediante políticas', 'garantido mediante políticas', 'sociais econômicas']","['saúde', 'trânsito', 'julgado', 'formas', 'dever', 'mulher', 'políticas', 'econômicas', 'raça', 'origem', 'cor', 'promoção', 'recursos', 'Estado', 'sociais', 'idade', 'universal', 'ações', 'objetivos', 'redução']","['a Constituição define o Sistema Único de Saúde como um sistema universal, onde a saúde é um direito de todos e um dever do Estado.', 'a Constituição assegura que a saúde é direito de todos e dever do Estado, garantido mediante políticas sociais e econômicas.', 'a saúde é direito de todos e dever do Estado, garantido mediante políticas sociais e econômicas que visem à redução do risco de doença e de outros agravos e ao acesso universal e igualitário às ações e serviços para sua promoção, proteção e recuperação.']"
32,95,32_impeachment_legal_Supremo_crime responsabilidade,"['impeachment', 'legal', 'Supremo', 'crime responsabilidade', 'crédito', 'abertura crédito suplementar', 'crédito suplementar', 'preservação', 'Presidenta Dilma', 'responsabilidade', 'deliberação', 'cidadão', 'abertura crédito', 'autorização legislativa', 'assistência social', 'direito cidadão', 'Presidenta', 'crime', 'Dilma', 'tributária']","['impeachment', 'especial', 'legal', 'vida', 'crédito', 'direito', 'saúde', 'assistência', 'dever', 'preservação', 'responsabilidade', 'deliberação', 'cidadão', 'suplementar', 'patrimônio', 'sociedade', 'crime', 'tributária', 'obrigação', 'abertura']","['a Constituição prevê a responsabilidade conjunta da família, da sociedade e do Estado de assegurar à criança, ao adolescente e ao jovem um amplo elenco de direitos sociais.', 'a Constituição proíbe a abertura de crédito suplementar sem autorização legislativa.', 'a abertura de crédito suplementar ou especial sem prévia autorização legislativa e sem indicação de recursos correspondentes é vedada']"
33,95,33_atribuição_Municípios_Fundo Participação Municípios_Deputados Senado,"['atribuição', 'Municípios', 'Fundo Participação Municípios', 'Deputados Senado', 'Participação Municípios', 'Câmara Deputados Senado', 'Congresso Nacional', 'Congresso', 'exclusiva Congresso Nacional', 'competência exclusiva Congresso Nacional', 'competência exclusiva Congresso', 'exclusiva Congresso', 'CPMF', 'competência exclusiva', 'imunidade parlamentar', 'cidadãos', 'assistência social', 'Estado brasileiro', 'direitos', 'Fundo Participação']","['atribuição', 'Municípios', 'CPMF', 'fonte', 'agentes', 'cidadãos', 'direitos', 'tributos', 'menos', 'Poderes', 'competência', 'investigação', 'imunidade', 'exclusiva', 'povo', 'Estado', 'pública', 'previdência', 'saúde', 'União']","['A Constituição estabelece que é da competência exclusiva do Congresso Nacional zelar pela preservação de sua competência legislativa em face da atribuição normativa dos outros Poderes.', 'a Constituição estabelece a organização do Estado brasileiro sob a forma de uma Federação e a distribuição de receitas para os Estados, Distrito Federal e Municípios através do Fundo de Participação dos Municípios.', 'a Constituição estabelece a publicidade como princípio regente da administração pública e a competência exclusiva do Congresso Nacional para resolver sobre tratados, acordos ou atos internacionais que acarretem encargos ou compromissos gravosos ao patrimônio nacional.']"
34,91,34_direitos deveres_Conselho Nacional_garantias_indígenas,"['direitos deveres', 'Conselho Nacional', 'garantias', 'indígenas', 'garantias individuais', 'União', 'Conselho', 'individuais coletivas', 'direitos garantias', 'Conselho Nacional Justiça', 'direitos', 'Nacional Justiça', 'precisam', 'direitos garantias individuais', 'cidadãos', 'direitos sociais', 'privativamente', 'República', 'Municípios', 'povos indígenas']","['deveres', 'garantias', 'indígenas', 'União', 'individuais', 'coletivas', 'direitos', 'legais', 'cidadãos', 'bens', 'República', 'controle', 'Municípios', 'justiça', 'educação', 'anos', 'princípios', 'povos', 'marinha', 'técnico']","['a Constituição estabelece o Conselho Nacional de Justiça para aperfeiçoar o controle das atividades do Poder Judiciário.', 'a Constituição deve expressar os direitos e deveres dos cidadãos, as garantias individuais e coletivas, a autonomia e o equilíbrio entre os três poderes republicanos.', 'a Constituição estabelece que cabe, privativamente, ao Senado Federal processar e julgar os Ministros do Supremo Tribunal Federal, os membros do Conselho Nacional de Justiça e do Conselho Nacional do Ministério Público, além do Procurador-Geral da República e do Advogado-Geral da União, nos crimes de responsabilidade.']"
35,90,35_limites_férias_ensino_décimo terceiro,"['limites', 'férias', 'ensino', 'décimo terceiro', 'impacto', 'saúde direito', 'direitos sociais', 'criança adolescente', 'terceiro', 'garantindo', 'ambiental', 'adolescente', 'licença', 'criança', 'prioridade', 'cláusula pétrea', 'situações', 'Parlamentares', 'cláusula', 'saúde direito todos dever']","['limites', 'férias', 'pétrea', 'ensino', 'impacto', 'décimo', 'terceiro', 'licença', 'adolescente', 'ambiental', 'remuneração', 'criança', 'prioridade', 'situações', 'Parlamentares', 'forma', 'cláusula', 'poder', 'trabalhistas', 'provisórias']","['A Constituição estabelece que a saúde é direito de todos e dever do Estado, garantindo acesso universal e igualitário às ações e serviços de saúde.', 'a Constituição assegura os direitos sociais da classe trabalhadora brasileira, incluindo férias, décimo terceiro, remuneração, licença maternidade, licença paternidade, adicional de férias, indenização por justa causa e multa de 40%.', 'a Constituição estabelece que é da competência do Congresso Nacional sustar os atos normativos do Poder Executivo que exorbitem do poder regulamentar ou dos limites da delegação legislativa.']"
36,85,36_impeachment_autorização_Dilma_crime responsabilidade,"['impeachment', 'autorização', 'Dilma', 'crime responsabilidade', 'limita', 'crime', 'entidades', 'Presidenta Dilma', 'responsabilidade', 'gastos públicos', 'deve', 'saúde', 'imposto', 'Presidenta', 'pessoas deficiência', 'educação', 'prévia', 'deveria', 'contra', 'Presidente']","['impeachment', 'autorização', 'leis', 'incisos', 'III', 'crime', 'entidades', 'responsabilidade', 'maior', 'despesas', 'saúde', 'operações', 'imposto', 'educação', 'prévia', 'Presidente', 'deficiência', 'tratamento', 'segurança', 'cargo']","['a Presidente Dilma infringiu a Constituição brasileira ao editar decretos de créditos suplementares sem a autorização prévia do Parlamento, desrespeitando a Lei Orçamentária e a Lei de Responsabilidade Fiscal', 'a Constituição, no art. 167, V, veda a abertura de crédito suplementar ou especial sem prévia autorização legislativa e sem indicação dos recursos correspondentes.', 'a Constituição estabelece que um dos fundamentos da República Federativa do Brasil é promover o bem-estar de todos e abolir toda e qualquer forma de discriminação.']"
37,85,37_crime_crime responsabilidade_impeachment_respeito,"['crime', 'crime responsabilidade', 'impeachment', 'respeito', 'responsabilidade atentar', 'crime responsabilidade atentar', 'responsabilidade atentar contra', 'crime responsabilidade atentar contra', 'atentar contra', 'responsabilidade', 'órgãos públicos', 'legítimo', 'originários terras', 'originários terras tradicionalmente ocupam', 'direitos originários terras', 'direitos originários terras tradicionalmente', 'originários terras tradicionalmente', 'direitos originários', 'terras tradicionalmente ocupam', 'tradicionalmente ocupam']","['crime', 'impeachment', 'respeito', 'responsabilidade', 'legítimo', 'mudança', 'originários', 'golpe', 'específica', 'relevância', 'Presidência', 'públicos', 'casos', 'competência', 'órgãos', 'instrumento', 'política', 'União', 'direitos', 'Estado']","['a Constituição estabelece que é crime de responsabilidade atentar contra a Lei Orçamentária e as leis fiscais do País', 'a Constituição reconhece aos índios os direitos originários sobre as terras que tradicionalmente ocupam e dá competência à União para demarcá-las e protegê-las.', 'a Constituição estabelece objetivos fundamentais da República Federativa do Brasil, incluindo promover o bem de todos, sem preconceitos de origem, raça, sexo, cor, idade e quaisquer outras formas de discriminação.']"
38,83,38_Diretrizes Orçamentárias_Orçamentárias_Lei Diretrizes Orçamentárias_não pode candidato,"['Diretrizes Orçamentárias', 'Orçamentárias', 'Lei Diretrizes Orçamentárias', 'não pode candidato', 'pode candidato', 'Parlamentares', 'Diretrizes', 'Lei Diretrizes', 'candidato', 'competência exclusiva Congresso', 'competência exclusiva Congresso Nacional', 'exclusiva Congresso', 'exclusiva Congresso Nacional', 'Emenda Constitucional', 'Constitucional', 'através Emenda Constitucional', 'democrático', 'competência exclusiva', 'outubro', 'Congresso']","['exclusiva', 'Parlamentares', 'candidato', 'sindical', 'público', 'democrático', 'ação', 'outubro', 'Congresso', 'segundo', 'julgamento', 'mandato', 'processo', 'defesa', 'parlamentar', 'brasileira', 'jurídica', 'ruptura', 'normativa', 'decoro']","['a Constituição estabelece que não haverá recesso parlamentar até que a Lei de Diretrizes Orçamentárias seja votada.', 'a Constituição estabelece que a Defensoria Pública é instituição essencial à função jurisdicional do Estado, incumbindo-lhe a orientação jurídica e a defesa, em todos os graus, dos necessitados.', 'a Constituição estabelece que a saúde é direito de todos e dever do Estado, garantido mediante políticas sociais e econômicas que visem à redução do risco de doença e de outros agravos e ao acesso universal e igualitário às ações e serviços para sua promoção, proteção e recuperação.']"
39,83,39_projeto lei_projeto_Poder_prazo,"['projeto lei', 'projeto', 'Poder', 'prazo', 'importante', 'processo impeachment', 'responsabilidades', 'controle', 'criar', 'atribuições', 'Poder Judiciário', 'decisão', 'responsabilidade', 'proteção', 'saúde', 'processo', 'liberdade', 'impeachment', 'desde haja autorização Congresso', 'deficiência não']","['projeto', 'prazo', 'importante', 'lei', 'responsabilidades', 'controle', 'atribuições', 'forma', 'dias', 'matéria', 'decisão', 'responsabilidade', 'proteção', 'saúde', 'processo', 'liberdade', 'impeachment', 'relação', 'tarefa', 'individuais']","['A Constituição estabelece que é vedada a edição de medidas provisórias sobre matéria já disciplinada em projeto de lei aprovado pelo Congresso Nacional e pendente de sanção ou veto do Presidente da República.', 'a Constituição prevê que é permitido explorar recursos minerais em reservas indígenas, desde que haja autorização do Congresso Nacional.', 'a Constituição estabelece que um dos fundamentos da República Federativa do Brasil é promover o bem-estar de todos e abolir toda e qualquer forma de discriminação.']"
40,82,40_prioridade_democracia_Armadas_Forças Armadas,"['prioridade', 'democracia', 'Armadas', 'Forças Armadas', 'Social', 'Poderes Executivo', 'profissionalização cultura', 'saúde alimentação educação', 'profissionalização', 'alimentação educação', 'saúde alimentação', 'liberdade', 'constitucional', 'respeito', 'alimentação', 'cultura', 'garantia', 'idade', 'direitos humanos', 'direito vida']","['prioridade', 'democracia', 'profissionalização', 'convivência', 'consumidor', 'gratuita', 'liberdade', 'constitucional', 'Judiciário', 'respeito', 'alimentação', 'cultura', 'inocência', 'garantia', 'idade', 'internacionais', 'família', 'humanos', 'direito', 'ações']","['a Constituição estabelece que todo o poder emana do povo e que os Poderes Executivo, Legislativo e Judiciário são independentes e harmônicos entre si.', 'a Constituição estabelece que é dever da família, da sociedade e do Estado assegurar à criança e ao adolescente, com absoluta prioridade, o direito à vida, à saúde, à alimentação, à educação, ao lazer, à profissionalização, à cultura, à dignidade, ao respeito, à liberdade e à convivência familiar e comunitária, além de colocá-los a salvo de toda forma de negligência, discriminação, exploração, violência, crueldade e opressão.', 'a PEC da Juventude assegura na Constituição prioridade no acesso à saúde, alimentação, educação, emprego, profissionalização e cultura para a juventude.']"
41,82,41_culturais_comunicações_liberdade_direito social,"['culturais', 'comunicações', 'liberdade', 'direito social', 'cultura', 'prioridade', 'direito saúde', 'social', 'Federal deve', 'Federal', 'cidadania', 'legalidade', 'devem estar', 'ameaça', 'crime responsabilidade não', 'pleno exercício direitos', 'lei igual todos', 'Poderes União independentes harmônicos', 'exercício cidadania', 'responsabilização']","['culturais', 'comunicações', 'lazer', 'liberdade', 'cultura', 'prioridade', 'social', 'cargo', 'federal', 'cidadania', 'legalidade', 'ameaça', 'responsabilização', 'anualidade', 'acesso', 'governador', 'hipóteses', 'obediência', 'telefônicas', 'diálogo']","['a Constituição assegura que o Estado garantirá a todos o pleno exercício dos direitos culturais e acesso às fontes da cultura nacional, e apoiará e incentivará a valorização e a difusão das manifestações culturais.', 'A Constituição assegura direitos sociais como educação, saúde, trabalho, moradia, lazer, previdência social, proteção à maternidade e à infância.', 'a prioridade absoluta deve ser dada às crianças, garantindo-lhes o direito à vida, à saúde, à alimentação, à educação, ao lazer, à profissionalização, à cultura, à dignidade, ao respeito, à liberdade e à convivência familiar e comunitária.']"
42,82,42_Brasil_medidas_medidas provisórias_provisórias,"['Brasil', 'medidas', 'medidas provisórias', 'provisórias', 'pessoas deficiência', 'redução desigualdades', 'desigualdades', 'salário', 'cidadã', 'regionais', 'Senado', 'objetivos fundamentais', 'Forças Armadas', 'Forças', 'Armadas', 'instituição', 'critérios', 'relevância urgência', 'constitucionais', 'deficiência']","['medidas', 'opinião', 'provisórias', 'instância', 'especial', 'desigualdades', 'salário', 'cidadã', 'regionais', 'Senado', 'instituição', 'critérios', 'constitucionais', 'deficiência', 'aposentadoria', 'saúde', 'democrático', 'princípio', 'condições', 'objetivos']","['a Constituição prevê como um dos objetivos fundamentais da República Federativa do Brasil a erradicação da pobreza e a redução das desigualdades sociais e regionais.', 'a Constituição veda a abertura de crédito suplementar ou especial sem prévia autorização legislativa e sem indicação dos recursos correspondentes.', 'a Constituição expressamente define o Ministério Público como instituição essencial à função jurisdicional do Estado, incumbindo-lhe a defesa da ordem jurídica, do regime democrático e dos interesses sociais e individuais indisponíveis.']"
43,80,43_regras_parlamentares_escolas_opinião,"['regras', 'parlamentares', 'escolas', 'opinião', 'liberdade imprensa', 'liberdade', 'redução desigualdades', 'imprensa', 'desigualdades', 'regionais', 'deveria', 'econômica', 'julgamento', 'legal', 'povos indígenas', 'Estado direito', 'instituições', 'desigualdades regionais', 'eleições', 'mulheres']","['regras', 'parlamentares', 'escolas', 'assistência', 'opinião', 'direito', 'processo', 'liberdade', 'imprensa', 'desigualdades', 'regionais', 'econômica', 'expressão', 'julgamento', 'legal', 'instituições', 'gastos', 'eleições', 'redução', 'mulheres']","['a Constituição prevê o impeachment como um processo legal, mas exige que haja crime de responsabilidade para que ele seja aberto.', 'a Constituição não é mencionada diretamente como norma jurídica, mas há uma crítica implícita ao sistema político e econômico que não atende aos princípios de justiça social que a Constituição deveria garantir.', 'A Constituição estabelece que os Territórios Federais de Roraima e do Amapá são transformados em Estados Federados, mantidos seus atuais limites geográficos.']"
44,78,44_energia_sexo cor idade quaisquer_idade quaisquer_cor idade quaisquer outras,"['energia', 'sexo cor idade quaisquer', 'idade quaisquer', 'cor idade quaisquer outras', 'cor idade quaisquer', 'idade quaisquer outras formas', 'quaisquer outras formas discriminação', 'idade quaisquer outras', 'origem raça sexo', 'cor idade', 'raça sexo cor', 'origem raça', 'origem raça sexo cor', 'raça sexo cor idade', 'sexo cor idade', 'raça sexo', 'sexo cor', 'permite Presidente República', 'recursos educação', 'permite Presidente']","['energia', 'processual', 'formas', 'raça', 'bem', 'origem', 'cor', 'sexo', 'imunidade', 'idade', 'discriminação', 'Estado', 'venda', 'curso', 'pacíficos', 'nuclear', 'campo', 'mineral', 'grave', 'utilização']","['a Constituição estabelece direitos referentes à vida, saúde, alimentação, educação, esporte, lazer, profissionalização, cultura, dignidade, respeito, liberdade e convivência familiar e comunitária das crianças como uma prioridade absoluta', 'a Constituição estabelece como objetivo da República Federativa do Brasil a promoção do bem-estar de todos, sem preconceito de origem, raça, sexo, cor, idade e quaisquer outras formas de discriminação.', 'a Constituição estabelece que se constitui objetivos fundamentais da República Federativa do Brasil construir uma sociedade livre, justa e solidária, garantir o desenvolvimento nacional, erradicar a pobreza, a marginalização e reduzir as desigualdades sociais e regionais, e promover o bem de todos, sem preconceito de origem, de raça, de sexo, de cor, de idade e quaisquer outras formas de discriminação.']"
45,76,45_entre União Estados Municípios_princípios fundamentais_Sistema Único Saúde_entre União Estados,"['entre União Estados Municípios', 'princípios fundamentais', 'Sistema Único Saúde', 'entre União Estados', 'Sistema Único', 'Único Saúde', 'entre União', 'Único', 'União Estados Municípios', 'representantes', 'Saúde', 'Administração', 'Sistema', 'ministros', 'segurança', 'princípio', 'democracia', 'devem', 'foi elaborada participação', 'nomeados']","['igual', 'sigilo', 'equilíbrio', 'representantes', 'ministros', 'ampla', 'princípio', 'segurança', 'democracia', 'criação', 'fundamentais', 'arcabouço', 'oportunidade', 'participação', 'títulos', 'União', 'sociais', 'grupos', 'orçamentário', 'respeito']","['a Constituição foi escrita por representantes do povo e criou o Sistema Único de Saúde.', 'a Constituição estabelece que todo o poder emana do povo, que o exerce por meio de representantes eleitos ou diretamente.', 'a Constituição define como objetivos fundamentais da República Federativa do Brasil erradicar a pobreza e a marginalização e reduzir as desigualdades sociais e regionais.']"
46,76,46_direito não_penal_garantir_Judiciário,"['direito não', 'penal', 'garantir', 'Judiciário', 'SUS', 'Regimento', 'funções', 'direitos trabalhistas', 'fiscal', 'Emenda Constitucional', 'medidas provisórias', 'provisórias', 'Estado', 'conjunto direitos', 'República seja', 'mandato deve', 'meta fiscal', 'redução maioridade', 'Presidente República casos', 'redução maioridade penal']","['Senadores', 'penal', 'fim', 'Judiciário', 'Regimento', 'funções', 'áreas', 'fiscal', 'financeira', 'trabalhistas', 'provisórias', 'Estado', 'legislativos', 'laicidade', 'relevância', 'medidas', 'relação', 'políticas', 'crime', 'exclusivo']","['a Constituição de 1988 estabelece a possibilidade de edição de medidas provisórias pelo Presidente da República em casos de relevância e urgência.', 'a Constituição preconiza que Estados, Distrito Federal e Municípios têm participação ou compensação financeira pela exploração de recursos naturais.', 'a Constituição estabelece que os Deputados e Senadores são invioláveis, civil e penalmente, por quaisquer de suas opiniões, palavras e votos.']"
47,75,47_reforma trabalhista_trabalhista_propõe_Ulysses,"['reforma trabalhista', 'trabalhista', 'propõe', 'Ulysses', 'tratamento diferenciado', 'autonomia', 'diferenciado', 'privativa', 'direito saúde', 'voto secreto', 'reforma', 'princípio', 'secreto', 'mulheres', 'princípio moralidade', 'melhoria', 'Senado Federal prerrogativa', 'atos Administração', 'Casa Legislativa', 'ratificou']","['trabalhista', 'série', 'autonomia', 'dia', 'matérias', 'rurais', 'privativa', 'tratamento', 'reforma', 'princípio', 'secreto', 'mulheres', 'melhoria', 'exploração', 'propriedades', 'hipótese', 'legislativa', 'avanço', 'sentido', 'campo']","['a Constituição, junto com a Lei Complementar nº 95, estabelece que nenhuma lei pode conter matérias estranhas ao objeto que ela se propõe a alterar ou estabelecer.', 'A Constituição estabelece que um dos fundamentos da República Federativa do Brasil é promover o bem-estar de todos e abolir toda e qualquer forma de discriminação.', 'A Constituição veda a abertura de crédito suplementar sem autorização legislativa.']"
48,74,48_eleições diretas_eleições_voto_Presidente,"['eleições diretas', 'eleições', 'voto', 'Presidente', 'cargo Presidente', 'estabilidade', 'partidos políticos', 'Vice Presidente', 'presidenciais', 'Vice', 'aprovação', 'contra', 'partidos', 'Estado democrático direito', 'deve respeitada base', 'cada Casas Congresso', 'medidas provisórias devem analisadas', 'eleições diretas caso', 'popular direito', 'provisórias devem analisadas']","['diretas', 'eleições', 'voto', 'Presidente', 'ações', 'juiz', 'porte', 'estabilidade', 'presidenciais', 'iguais', 'aprovação', 'partidos', 'cargo', 'terras', 'sindicais', 'constitucional', 'descumprimento', 'preceito', 'cadeia', 'políticos']","['a Constituição estabelece um Estado democrático de direito com poderes harmônicos e independentes, eleições diretas com voto universal e participação de 140 milhões de eleitores.', 'a Constituição estabelece que as medidas provisórias devem ser analisadas por uma comissão mista de Deputados e Senadores antes de serem apreciadas pelo plenário de cada uma das Casas do Congresso Nacional.', 'a vacância do cargo de Presidente e Vice-Presidente da República até o final do terceiro ano do mandato implica em eleições diretas']"
49,73,49_Imposto_serão_independência_Estado deve,"['Imposto', 'serão', 'independência', 'Estado deve', 'Tribunal', 'equilíbrio', 'todo poder emana', 'todo poder emana povo', 'relevância urgência', 'todo poder', 'público', 'saúde', 'universal', 'fiscalizar', 'Executivo', 'poder emana', 'poder emana povo', 'emana povo', 'entre Poderes', 'Federal']","['independência', 'promoção', 'equilíbrio', 'povo', 'demarcação', 'público', 'saúde', 'universal', 'Executivo', 'marco', 'subsídios', 'montante', 'irredutibilidade', 'títulos', 'união', 'parlamentares', 'habitação', 'federativa', 'direito', 'requerimento']","['a Constituição estabelece que todo o poder emana do povo, que o exerce por meio de representantes eleitos ou diretamente.', 'a saúde é direito de todos e dever do Estado, e que deve ser garantido o acesso universal e igualitário às ações e serviços para promoção, proteção e recuperação da saúde.', 'A Constituição estabelece que um dos fundamentos da República Federativa do Brasil é promover o bem-estar de todos e abolir toda e qualquer forma de discriminação.']"
50,72,50_prerrogativa função_não pode_foro privilegiado_privilegiado,"['prerrogativa função', 'não pode', 'foro privilegiado', 'privilegiado', 'proposição', 'crianças adolescentes', 'adolescentes', 'contra', 'crianças', 'decisão', 'autoridades', 'permite', 'impessoalidade', 'cargos', 'prerrogativa', 'Emenda Constitucional', 'moralidade', 'sem crime', 'possível representação', 'possível representação proporcional partidos']","['foro', 'proposição', 'adolescentes', 'atos', 'receita', 'crianças', 'decisão', 'autoridades', 'impessoalidade', 'ampla', 'cargos', 'prerrogativa', 'anos', 'moralidade', 'lucro', 'estimativa', 'faturamento', 'publicidade', 'administração', 'crime']","['a Constituição, através da Emenda Constitucional 95, determina que proposição legislativa que crie renúncia de receita deverá ser acompanhada da estimativa do seu impacto orçamentário.', 'a Constituição assegura, tanto quanto possível, a representação proporcional dos partidos ou blocos parlamentares na constituição das Mesas e de cada comissão.', 'A Constituição estabelece que a administração pública deve obedecer aos princípios da legalidade, impessoalidade, moralidade, publicidade e eficiência.']"
51,70,51_cidadania dignidade pessoa humana_cidadania dignidade pessoa_cidadania dignidade_Democrático,"['cidadania dignidade pessoa humana', 'cidadania dignidade pessoa', 'cidadania dignidade', 'Democrático', 'pessoa', 'Senado', 'direitos povos indígenas', 'dignidade', 'direitos povos', 'brasileira', 'liberdade', 'Territórios', 'Poder Legislativo', 'dignidade pessoa humana', 'dignidade pessoa', 'interesses', 'pessoa humana', 'povos indígenas', 'três', 'públicos']","['reeleição', 'Câmara', 'pessoa', 'Senado', 'dignidade', 'brasileira', 'liberdade', 'fundamentos', 'servidores', 'expressão', 'atribuições', 'leis', 'interesses', 'financeira', 'públicos', 'humana', 'cidadania', 'jurídica', 'povos', 'continuidade']","['a Constituição confere ao Senado a competência para autorizar operações externas de natureza financeira de interesse da União, dos estados, do Distrito Federal e dos municípios.', 'a Constituição estabelece a cidadania e a dignidade da pessoa humana como fundamentos da República Federativa do Brasil.', 'a Constituição brasileira se organiza como Estado Democrático que tem como fundamentos a cidadania e a dignidade da pessoa humana.']"
